id,factory_name,factory_code,date,po_number,style_number,color_code,ship_id,po_type,po_quantity,wip8_outputs,tqc3_pass_qty,wip8_po_status_increase,fg10_po_status_increase,fg14_po_status_increase,wip8_po_statu_completion_quantity,fg10_po_statu_completion_quantity,fg14_po_statu_completion_quantity
CN_ZS_20260525_CN_ZS-PO-0002_BLK_SH04,中国中山厂,CN_ZS,2026-05-25,CN_ZS-PO-0002,ST003,BLK,SH04,FOB,8000,168,168,168,90,71,2544,1699,1076
CN_ZS_20260525_CN_ZS-PO-0003_NVY_SH10,中国中山厂,CN_ZS,2026-05-25,CN_ZS-PO-0003,ST007,NVY,SH10,CMT,2000,51,51,51,28,11,1708,1005,618
CN_ZS_20260525_CN_ZS-PO-0004_BLK_SH01,中国中山厂,CN_ZS,2026-05-25,CN_ZS-PO-0004,ST001,BLK,SH01,CMT,2000,50,50,50,44,28,1912,980,778
CN_ZS_20260525_CN_ZS-PO-0007_BLK_SH01,中国中山厂,CN_ZS,2026-05-25,CN_ZS-PO-0007,ST001,BLK,SH01,CMT,8000,167,167,167,120,88,1862,922,599
CN_ZS_20260525_CN_ZS-PO-0010_RED_SH02,中国中山厂,CN_ZS,2026-05-25,CN_ZS-PO-0010,ST001,RED,SH02,FOB,5000,175,175,175,145,54,1929,1280,673
CN_ZS_20260525_CN_ZS-PO-0012_RED_SH09,中国中山厂,CN_ZS,2026-05-25,CN_ZS-PO-0012,ST006,RED,SH09,FOB,3000,99,99,99,66,30,1619,1032,557
CN_ZS_20260525_CN_ZS-PO-0013_WHT_SH08,中国中山厂,CN_ZS,2026-05-25,CN_ZS-PO-0013,ST005,WHT,SH08,FOB,5000,158,158,158,121,76,1895,1330,679
CN_ZS_20260525_CN_ZS-PO-0014_NVY_SH06,中国中山厂,CN_ZS,2026-05-25,CN_ZS-PO-0014,ST004,NVY,SH06,CMT,8000,164,164,164,83,31,1482,888,464
CN_ZS_20260525_CN_ZS-PO-0016_NVY_SH10,中国中山厂,CN_ZS,2026-05-25,CN_ZS-PO-0016,ST007,NVY,SH10,CMT,1500,74,74,74,44,25,1532,951,530
CN_ZS_20260525_CN_ZS-PO-0020_GRY_SH06,中国中山厂,CN_ZS,2026-05-25,CN_ZS-PO-0020,ST004,GRY,SH06,FOB,8000,165,165,165,147,85,1875,1140,685
CN_ZS_20260525_CN_ZS-PO-0023_TEA_SH10,中国中山厂,CN_ZS,2026-05-25,CN_ZS-PO-0023,ST007,TEA,SH10,CMT,3000,123,113,113,75,35,2256,1427,846
CN_ZS_20260525_CN_ZS-PO-0025_WHT_SH05,中国中山厂,CN_ZS,2026-05-25,CN_ZS-PO-0025,ST003,WHT,SH05,FOB,8000,173,173,173,138,99,2376,1635,914
CN_ZS_20260526_CN_ZS-PO-0003_NVY_SH10,中国中山厂,CN_ZS,2026-05-26,CN_ZS-PO-0003,ST007,NVY,SH10,CMT,2000,56,56,56,29,20,1764,1034,638
CN_ZS_20260526_CN_ZS-PO-0004_BLK_SH01,中国中山厂,CN_ZS,2026-05-26,CN_ZS-PO-0004,ST001,BLK,SH01,CMT,2000,49,49,49,30,17,1961,1010,795
CN_ZS_20260526_CN_ZS-PO-0007_BLK_SH01,中国中山厂,CN_ZS,2026-05-26,CN_ZS-PO-0007,ST001,BLK,SH01,CMT,8000,182,182,182,96,54,2044,1018,653
CN_ZS_20260526_CN_ZS-PO-0010_RED_SH02,中国中山厂,CN_ZS,2026-05-26,CN_ZS-PO-0010,ST001,RED,SH02,FOB,5000,159,159,159,84,25,2088,1364,698
CN_ZS_20260526_CN_ZS-PO-0012_RED_SH09,中国中山厂,CN_ZS,2026-05-26,CN_ZS-PO-0012,ST006,RED,SH09,FOB,3000,112,112,112,96,68,1731,1128,625
CN_ZS_20260526_CN_ZS-PO-0013_WHT_SH08,中国中山厂,CN_ZS,2026-05-26,CN_ZS-PO-0013,ST005,WHT,SH08,FOB,5000,158,158,158,109,49,2053,1439,728
CN_ZS_20260526_CN_ZS-PO-0018_WHT_SH01,中国中山厂,CN_ZS,2026-05-26,CN_ZS-PO-0018,ST001,WHT,SH01,FOB,3000,168,168,168,85,33,1538,1141,517
CN_ZS_20260526_CN_ZS-PO-0020_GRY_SH06,中国中山厂,CN_ZS,2026-05-26,CN_ZS-PO-0020,ST004,GRY,SH06,FOB,8000,184,184,184,135,55,2059,1275,740
CN_ZS_20260526_CN_ZS-PO-0022_NVY_SH10,中国中山厂,CN_ZS,2026-05-26,CN_ZS-PO-0022,ST007,NVY,SH10,CMT,5000,157,157,157,95,30,1844,1100,562
CN_ZS_20260526_CN_ZS-PO-0023_TEA_SH10,中国中山厂,CN_ZS,2026-05-26,CN_ZS-PO-0023,ST007,TEA,SH10,CMT,3000,102,102,102,48,31,2358,1475,877
CN_ZS_20260526_CN_ZS-PO-0024_BLK_SH04,中国中山厂,CN_ZS,2026-05-26,CN_ZS-PO-0024,ST003,BLK,SH04,FOB,3000,167,167,167,133,70,1552,1072,594
CN_ZS_20260527_CN_ZS-PO-0002_BLK_SH04,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0002,ST003,BLK,SH04,FOB,8000,170,170,170,132,56,2714,1831,1132
CN_ZS_20260527_CN_ZS-PO-0003_NVY_SH10,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0003,ST007,NVY,SH10,CMT,2000,52,52,52,21,13,1816,1055,651
CN_ZS_20260527_CN_ZS-PO-0004_BLK_SH01,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0004,ST001,BLK,SH01,CMT,2000,45,45,45,27,13,2006,1037,808
CN_ZS_20260527_CN_ZS-PO-0006_GRN_SH03,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0006,ST002,GRN,SH03,CMT,1500,50,50,50,44,21,1319,789,392
CN_ZS_20260527_CN_ZS-PO-0007_BLK_SH01,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0007,ST001,BLK,SH01,CMT,8000,170,170,170,86,42,2214,1104,695
CN_ZS_20260527_CN_ZS-PO-0010_RED_SH02,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0010,ST001,RED,SH02,FOB,5000,162,162,162,98,75,2250,1462,773
CN_ZS_20260527_CN_ZS-PO-0014_NVY_SH06,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0014,ST004,NVY,SH06,CMT,8000,175,175,175,113,75,1657,1001,539
CN_ZS_20260527_CN_ZS-PO-0016_NVY_SH10,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0016,ST007,NVY,SH10,CMT,1500,48,48,48,22,10,1580,973,540
CN_ZS_20260527_CN_ZS-PO-0018_WHT_SH01,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0018,ST001,WHT,SH01,FOB,3000,107,107,107,57,22,1645,1198,539
CN_ZS_20260527_CN_ZS-PO-0019_BLK_SH01,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0019,ST001,BLK,SH01,FOB,1000,50,50,50,23,16,1101,713,417
CN_ZS_20260527_CN_ZS-PO-0020_GRY_SH06,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0020,ST004,GRY,SH06,FOB,8000,159,159,159,139,101,2218,1414,841
CN_ZS_20260527_CN_ZS-PO-0021_NVY_SH06,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0021,ST004,NVY,SH06,FOB,2000,62,62,62,26,9,1753,1126,595
CN_ZS_20260527_CN_ZS-PO-0023_TEA_SH10,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0023,ST007,TEA,SH10,CMT,3000,114,114,-34,-21,-10,2324,1454,867
CN_ZS_20260527_CN_ZS-PO-0024_BLK_SH04,中国中山厂,CN_ZS,2026-05-27,CN_ZS-PO-0024,ST003,BLK,SH04,FOB,3000,110,110,110,49,17,1662,1121,611
CN_ZS_20260528_CN_ZS-PO-0002_BLK_SH04,中国中山厂,CN_ZS,2026-05-28,CN_ZS-PO-0002,ST003,BLK,SH04,FOB,8000,169,169,169,108,39,2883,1939,1171
CN_ZS_20260528_CN_ZS-PO-0003_NVY_SH10,中国中山厂,CN_ZS,2026-05-28,CN_ZS-PO-0003,ST007,NVY,SH10,CMT,2000,55,55,55,30,17,1871,1085,668
CN_ZS_20260528_CN_ZS-PO-0006_GRN_SH03,中国中山厂,CN_ZS,2026-05-28,CN_ZS-PO-0006,ST002,GRN,SH03,CMT,1500,52,52,52,36,18,1371,825,410
CN_ZS_20260528_CN_ZS-PO-0007_BLK_SH01,中国中山厂,CN_ZS,2026-05-28,CN_ZS-PO-0007,ST001,BLK,SH01,CMT,8000,174,174,174,155,103,2388,1259,798
CN_ZS_20260528_CN_ZS-PO-0010_RED_SH02,中国中山厂,CN_ZS,2026-05-28,CN_ZS-PO-0010,ST001,RED,SH02,FOB,5000,149,149,149,97,68,2399,1559,841
CN_ZS_20260528_CN_ZS-PO-0013_WHT_SH08,中国中山厂,CN_ZS,2026-05-28,CN_ZS-PO-0013,ST005,WHT,SH08,FOB,5000,181,181,181,135,61,2234,1574,789
CN_ZS_20260528_CN_ZS-PO-0016_NVY_SH10,中国中山厂,CN_ZS,2026-05-28,CN_ZS-PO-0016,ST007,NVY,SH10,CMT,1500,52,52,52,40,24,1632,1013,564
CN_ZS_20260528_CN_ZS-PO-0018_WHT_SH01,中国中山厂,CN_ZS,2026-05-28,CN_ZS-PO-0018,ST001,WHT,SH01,FOB,3000,122,122,122,105,66,1767,1303,605
CN_ZS_20260528_CN_ZS-PO-0019_BLK_SH01,中国中山厂,CN_ZS,2026-05-28,CN_ZS-PO-0019,ST001,BLK,SH01,FOB,1000,49,49,-22,-15,-10,1079,698,407
CN_ZS_20260528_CN_ZS-PO-0020_GRY_SH06,中国中山厂,CN_ZS,2026-05-28,CN_ZS-PO-0020,ST004,GRY,SH06,FOB,8000,188,188,188,75,57,2406,1489,898
CN_ZS_20260528_CN_ZS-PO-0021_NVY_SH06,中国中山厂,CN_ZS,2026-05-28,CN_ZS-PO-0021,ST004,NVY,SH06,FOB,2000,52,52,52,29,14,1805,1155,609
CN_ZS_20260528_CN_ZS-PO-0024_BLK_SH04,中国中山厂,CN_ZS,2026-05-28,CN_ZS-PO-0024,ST003,BLK,SH04,FOB,3000,113,113,113,68,39,1775,1189,650
CN_ZS_20260529_CN_ZS-PO-0001_WHT_SH01,中国中山厂,CN_ZS,2026-05-29,CN_ZS-PO-0001,ST001,WHT,SH01,CMT,5000,167,167,167,124,77,2150,1476,838
CN_ZS_20260529_CN_ZS-PO-0002_BLK_SH04,中国中山厂,CN_ZS,2026-05-29,CN_ZS-PO-0002,ST003,BLK,SH04,FOB,8000,171,171,171,115,73,3054,2054,1244
CN_ZS_20260529_CN_ZS-PO-0003_NVY_SH10,中国中山厂,CN_ZS,2026-05-29,CN_ZS-PO-0003,ST007,NVY,SH10,CMT,2000,51,51,51,25,17,1922,1110,685
CN_ZS_20260529_CN_ZS-PO-0005_PNK_SH07,中国中山厂,CN_ZS,2026-05-29,CN_ZS-PO-0005,ST005,PNK,SH07,CMT,1000,59,59,59,42,26,1104,647,343
CN_ZS_20260529_CN_ZS-PO-0007_BLK_SH01,中国中山厂,CN_ZS,2026-05-29,CN_ZS-PO-0007,ST001,BLK,SH01,CMT,8000,159,159,159,139,95,2547,1398,893
CN_ZS_20260529_CN_ZS-PO-0016_NVY_SH10,中国中山厂,CN_ZS,2026-05-29,CN_ZS-PO-0016,ST007,NVY,SH10,CMT,1500,61,61,61,25,8,1693,1038,572
CN_ZS_20260529_CN_ZS-PO-0018_WHT_SH01,中国中山厂,CN_ZS,2026-05-29,CN_ZS-PO-0018,ST001,WHT,SH01,FOB,3000,97,97,97,44,17,1864,1347,622
CN_ZS_20260529_CN_ZS-PO-0020_GRY_SH06,中国中山厂,CN_ZS,2026-05-29,CN_ZS-PO-0020,ST004,GRY,SH06,FOB,8000,176,176,176,117,58,2582,1606,956
CN_ZS_20260529_CN_ZS-PO-0022_NVY_SH10,中国中山厂,CN_ZS,2026-05-29,CN_ZS-PO-0022,ST007,NVY,SH10,CMT,5000,148,148,148,115,89,1992,1215,651
CN_ZS_20260529_CN_ZS-PO-0023_TEA_SH10,中国中山厂,CN_ZS,2026-05-29,CN_ZS-PO-0023,ST007,TEA,SH10,CMT,3000,122,122,122,61,28,2446,1515,895
CN_ZS_20260529_CN_ZS-PO-0024_BLK_SH04,中国中山厂,CN_ZS,2026-05-29,CN_ZS-PO-0024,ST003,BLK,SH04,FOB,3000,107,107,107,84,44,1882,1273,694
CN_ZS_20260529_CN_ZS-PO-0025_WHT_SH05,中国中山厂,CN_ZS,2026-05-29,CN_ZS-PO-0025,ST003,WHT,SH05,FOB,8000,172,172,172,83,56,2548,1718,970
CN_ZS_20260530_CN_ZS-PO-0002_BLK_SH04,中国中山厂,CN_ZS,2026-05-30,CN_ZS-PO-0002,ST003,BLK,SH04,FOB,8000,169,169,169,115,89,3223,2169,1333
CN_ZS_20260530_CN_ZS-PO-0003_NVY_SH10,中国中山厂,CN_ZS,2026-05-30,CN_ZS-PO-0003,ST007,NVY,SH10,CMT,2000,49,49,49,40,27,1971,1150,712
CN_ZS_20260530_CN_ZS-PO-0007_BLK_SH01,中国中山厂,CN_ZS,2026-05-30,CN_ZS-PO-0007,ST001,BLK,SH01,CMT,8000,181,181,-37,-32,-23,2510,1366,870
CN_ZS_20260530_CN_ZS-PO-0010_RED_SH02,中国中山厂,CN_ZS,2026-05-30,CN_ZS-PO-0010,ST001,RED,SH02,FOB,5000,164,164,164,111,39,2563,1670,880
CN_ZS_20260530_CN_ZS-PO-0012_RED_SH09,中国中山厂,CN_ZS,2026-05-30,CN_ZS-PO-0012,ST006,RED,SH09,FOB,3000,120,120,120,56,25,1851,1184,650
CN_ZS_20260530_CN_ZS-PO-0013_WHT_SH08,中国中山厂,CN_ZS,2026-05-30,CN_ZS-PO-0013,ST005,WHT,SH08,FOB,5000,150,150,150,98,72,2384,1672,861
CN_ZS_20260530_CN_ZS-PO-0016_NVY_SH10,中国中山厂,CN_ZS,2026-05-30,CN_ZS-PO-0016,ST007,NVY,SH10,CMT,1500,31,31,31,18,12,1724,1056,584
CN_ZS_20260530_CN_ZS-PO-0018_WHT_SH01,中国中山厂,CN_ZS,2026-05-30,CN_ZS-PO-0018,ST001,WHT,SH01,FOB,3000,107,107,107,60,39,1971,1407,661
CN_ZS_20260530_CN_ZS-PO-0020_GRY_SH06,中国中山厂,CN_ZS,2026-05-30,CN_ZS-PO-0020,ST004,GRY,SH06,FOB,8000,170,170,170,110,34,2752,1716,990
CN_ZS_20260530_CN_ZS-PO-0021_NVY_SH06,中国中山厂,CN_ZS,2026-05-30,CN_ZS-PO-0021,ST004,NVY,SH06,FOB,2000,47,47,47,24,14,1852,1179,623
CN_ZS_20260530_CN_ZS-PO-0022_NVY_SH10,中国中山厂,CN_ZS,2026-05-30,CN_ZS-PO-0022,ST007,NVY,SH10,CMT,5000,177,177,177,112,52,2169,1327,703
CN_ZS_20260530_CN_ZS-PO-0025_WHT_SH05,中国中山厂,CN_ZS,2026-05-30,CN_ZS-PO-0025,ST003,WHT,SH05,FOB,8000,177,177,177,111,73,2725,1829,1043
CN_ZS_20260601_CN_ZS-PO-0003_NVY_SH10,中国中山厂,CN_ZS,2026-06-01,CN_ZS-PO-0003,ST007,NVY,SH10,CMT,2000,60,60,60,40,23,2031,1190,735
CN_ZS_20260601_CN_ZS-PO-0007_BLK_SH01,中国中山厂,CN_ZS,2026-06-01,CN_ZS-PO-0007,ST001,BLK,SH01,CMT,8000,145,145,145,71,45,2655,1437,915
CN_ZS_20260601_CN_ZS-PO-0010_RED_SH02,中国中山厂,CN_ZS,2026-06-01,CN_ZS-PO-0010,ST001,RED,SH02,FOB,5000,123,123,123,91,70,2686,1761,950
CN_ZS_20260601_CN_ZS-PO-0012_RED_SH09,中国中山厂,CN_ZS,2026-06-01,CN_ZS-PO-0012,ST006,RED,SH09,FOB,3000,120,120,120,98,52,1971,1282,702
CN_ZS_20260601_CN_ZS-PO-0014_NVY_SH06,中国中山厂,CN_ZS,2026-06-01,CN_ZS-PO-0014,ST004,NVY,SH06,CMT,8000,161,161,161,139,64,1818,1140,603
CN_ZS_20260601_CN_ZS-PO-0018_WHT_SH01,中国中山厂,CN_ZS,2026-06-01,CN_ZS-PO-0018,ST001,WHT,SH01,FOB,3000,111,111,111,58,34,2082,1465,695
CN_ZS_20260601_CN_ZS-PO-0020_GRY_SH06,中国中山厂,CN_ZS,2026-06-01,CN_ZS-PO-0020,ST004,GRY,SH06,FOB,8000,180,180,180,120,71,2932,1836,1061
CN_ZS_20260601_CN_ZS-PO-0021_NVY_SH06,中国中山厂,CN_ZS,2026-06-01,CN_ZS-PO-0021,ST004,NVY,SH06,FOB,2000,56,56,56,29,15,1908,1208,638
CN_ZS_20260601_CN_ZS-PO-0023_TEA_SH10,中国中山厂,CN_ZS,2026-06-01,CN_ZS-PO-0023,ST007,TEA,SH10,CMT,3000,62,62,62,45,18,2508,1560,913
CN_ZS_20260601_CN_ZS-PO-0025_WHT_SH05,中国中山厂,CN_ZS,2026-06-01,CN_ZS-PO-0025,ST003,WHT,SH05,FOB,8000,174,174,174,75,53,2899,1904,1096
CN_ZS_20260602_CN_ZS-PO-0002_BLK_SH04,中国中山厂,CN_ZS,2026-06-02,CN_ZS-PO-0002,ST003,BLK,SH04,FOB,8000,156,156,156,77,33,3379,2246,1366
CN_ZS_20260602_CN_ZS-PO-0005_PNK_SH07,中国中山厂,CN_ZS,2026-06-02,CN_ZS-PO-0005,ST005,PNK,SH07,CMT,1000,46,46,46,23,16,1150,670,359
CN_ZS_20260602_CN_ZS-PO-0006_GRN_SH03,中国中山厂,CN_ZS,2026-06-02,CN_ZS-PO-0006,ST002,GRN,SH03,CMT,1500,60,60,-12,-9,-3,1359,816,407
CN_ZS_20260602_CN_ZS-PO-0007_BLK_SH01,中国中山厂,CN_ZS,2026-06-02,CN_ZS-PO-0007,ST001,BLK,SH01,CMT,8000,151,151,151,109,47,2806,1546,962
CN_ZS_20260602_CN_ZS-PO-0013_WHT_SH08,中国中山厂,CN_ZS,2026-06-02,CN_ZS-PO-0013,ST005,WHT,SH08,FOB,5000,174,174,174,94,66,2558,1766,927
CN_ZS_20260602_CN_ZS-PO-0015_YLW_SH04,中国中山厂,CN_ZS,2026-06-02,CN_ZS-PO-0015,ST003,YLW,SH04,FOB,1000,55,55,55,47,33,1084,648,456
CN_ZS_20260602_CN_ZS-PO-0018_WHT_SH01,中国中山厂,CN_ZS,2026-06-02,CN_ZS-PO-0018,ST001,WHT,SH01,FOB,3000,113,113,113,70,29,2195,1535,724
CN_ZS_20260602_CN_ZS-PO-0021_NVY_SH06,中国中山厂,CN_ZS,2026-06-02,CN_ZS-PO-0021,ST004,NVY,SH06,FOB,2000,50,50,50,28,10,1958,1236,648
CN_ZS_20260602_CN_ZS-PO-0022_NVY_SH10,中国中山厂,CN_ZS,2026-06-02,CN_ZS-PO-0022,ST007,NVY,SH10,CMT,5000,170,170,170,89,32,2339,1416,735
CN_ZS_20260602_CN_ZS-PO-0023_TEA_SH10,中国中山厂,CN_ZS,2026-06-02,CN_ZS-PO-0023,ST007,TEA,SH10,CMT,3000,56,56,56,28,17,2564,1588,930
CN_ZS_20260602_CN_ZS-PO-0025_WHT_SH05,中国中山厂,CN_ZS,2026-06-02,CN_ZS-PO-0025,ST003,WHT,SH05,FOB,8000,165,165,165,67,48,3064,1971,1144
CN_ZS_20260603_CN_ZS-PO-0001_WHT_SH01,中国中山厂,CN_ZS,2026-06-03,CN_ZS-PO-0001,ST001,WHT,SH01,CMT,5000,151,151,151,102,63,2301,1578,901
CN_ZS_20260603_CN_ZS-PO-0002_BLK_SH04,中国中山厂,CN_ZS,2026-06-03,CN_ZS-PO-0002,ST003,BLK,SH04,FOB,8000,162,162,-35,-22,-16,3344,2224,1350
CN_ZS_20260603_CN_ZS-PO-0005_PNK_SH07,中国中山厂,CN_ZS,2026-06-03,CN_ZS-PO-0005,ST005,PNK,SH07,CMT,1000,0,0,0,0,0,1150,670,359
CN_ZS_20260603_CN_ZS-PO-0006_GRN_SH03,中国中山厂,CN_ZS,2026-06-03,CN_ZS-PO-0006,ST002,GRN,SH03,CMT,1500,60,60,60,40,26,1419,856,433
CN_ZS_20260603_CN_ZS-PO-0007_BLK_SH01,中国中山厂,CN_ZS,2026-06-03,CN_ZS-PO-0007,ST001,BLK,SH01,CMT,8000,165,165,165,109,40,2971,1655,1002
CN_ZS_20260603_CN_ZS-PO-0008_BLK_SH01,中国中山厂,CN_ZS,2026-06-03,CN_ZS-PO-0008,ST001,BLK,SH01,FOB,800,49,49,49,34,25,919,631,421
CN_ZS_20260603_CN_ZS-PO-0021_NVY_SH06,中国中山厂,CN_ZS,2026-06-03,CN_ZS-PO-0021,ST004,NVY,SH06,FOB,2000,56,56,56,30,19,2014,1266,667
CN_ZS_20260603_CN_ZS-PO-0022_NVY_SH10,中国中山厂,CN_ZS,2026-06-03,CN_ZS-PO-0022,ST007,NVY,SH10,CMT,5000,177,177,177,132,62,2516,1548,797
CN_ZS_20260603_CN_ZS-PO-0023_TEA_SH10,中国中山厂,CN_ZS,2026-06-03,CN_ZS-PO-0023,ST007,TEA,SH10,CMT,3000,52,52,52,33,26,2616,1621,956
CN_ZS_20260603_CN_ZS-PO-0024_BLK_SH04,中国中山厂,CN_ZS,2026-06-03,CN_ZS-PO-0024,ST003,BLK,SH04,FOB,3000,106,106,106,90,54,1988,1363,748
CN_ZS_20260604_CN_ZS-PO-0002_BLK_SH04,中国中山厂,CN_ZS,2026-06-04,CN_ZS-PO-0002,ST003,BLK,SH04,FOB,8000,158,158,158,93,50,3502,2317,1400
CN_ZS_20260604_CN_ZS-PO-0003_NVY_SH10,中国中山厂,CN_ZS,2026-06-04,CN_ZS-PO-0003,ST007,NVY,SH10,CMT,2000,50,50,50,36,16,2081,1226,751
CN_ZS_20260604_CN_ZS-PO-0006_GRN_SH03,中国中山厂,CN_ZS,2026-06-04,CN_ZS-PO-0006,ST002,GRN,SH03,CMT,1500,53,53,53,28,20,1472,884,453
CN_ZS_20260604_CN_ZS-PO-0010_RED_SH02,中国中山厂,CN_ZS,2026-06-04,CN_ZS-PO-0010,ST001,RED,SH02,FOB,5000,105,105,105,74,27,2791,1835,977
CN_ZS_20260604_CN_ZS-PO-0012_RED_SH09,中国中山厂,CN_ZS,2026-06-04,CN_ZS-PO-0012,ST006,RED,SH09,FOB,3000,110,110,110,60,34,2081,1342,736
CN_ZS_20260604_CN_ZS-PO-0014_NVY_SH06,中国中山厂,CN_ZS,2026-06-04,CN_ZS-PO-0014,ST004,NVY,SH06,CMT,8000,162,162,162,139,79,1980,1279,682
CN_ZS_20260604_CN_ZS-PO-0018_WHT_SH01,中国中山厂,CN_ZS,2026-06-04,CN_ZS-PO-0018,ST001,WHT,SH01,FOB,3000,125,125,125,105,46,2320,1640,770
CN_ZS_20260604_CN_ZS-PO-0021_NVY_SH06,中国中山厂,CN_ZS,2026-06-04,CN_ZS-PO-0021,ST004,NVY,SH06,FOB,2000,62,62,62,33,14,2076,1299,681
CN_ZS_20260604_CN_ZS-PO-0022_NVY_SH10,中国中山厂,CN_ZS,2026-06-04,CN_ZS-PO-0022,ST007,NVY,SH10,CMT,5000,115,115,115,72,24,2631,1620,821
CN_ZS_20260604_CN_ZS-PO-0023_TEA_SH10,中国中山厂,CN_ZS,2026-06-04,CN_ZS-PO-0023,ST007,TEA,SH10,CMT,3000,60,60,60,52,39,2676,1673,995
CN_ZS_20260604_CN_ZS-PO-0024_BLK_SH04,中国中山厂,CN_ZS,2026-06-04,CN_ZS-PO-0024,ST003,BLK,SH04,FOB,3000,110,110,110,81,60,2098,1444,808
CN_ZS_20260604_CN_ZS-PO-0025_WHT_SH05,中国中山厂,CN_ZS,2026-06-04,CN_ZS-PO-0025,ST003,WHT,SH05,FOB,8000,167,167,167,83,45,3231,2054,1189
KH_PP_20260501_KH_PP-PO-0001_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-01,KH_PP-PO-0001,ST005,PNK,SH07,CMT,1000,177,177,177,74,35,177,74,35
KH_PP_20260501_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-01,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,177,177,177,132,89,177,132,89
KH_PP_20260501_KH_PP-PO-0008_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-01,KH_PP-PO-0008,ST002,BLU,SH03,CMT,800,185,185,185,100,56,185,100,56
KH_PP_20260501_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-01,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,171,171,171,112,88,171,112,88
KH_PP_20260501_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-01,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,193,193,193,83,55,193,83,55
KH_PP_20260501_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-01,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,160,160,160,78,52,160,78,52
KH_PP_20260501_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-01,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,181,181,181,73,36,181,73,36
KH_PP_20260502_KH_PP-PO-0001_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-02,KH_PP-PO-0001,ST005,PNK,SH07,CMT,1000,168,168,168,113,64,345,187,99
KH_PP_20260502_KH_PP-PO-0003_YLW_SH04,柬埔寨金边厂,KH_PP,2026-05-02,KH_PP-PO-0003,ST003,YLW,SH04,FOB,800,177,177,177,122,44,177,122,44
KH_PP_20260502_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-02,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,179,179,179,91,48,179,91,48
KH_PP_20260502_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-02,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,175,175,-31,-24,-17,0,0,0
KH_PP_20260502_KH_PP-PO-0008_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-02,KH_PP-PO-0008,ST002,BLU,SH03,CMT,800,167,167,167,119,86,352,219,142
KH_PP_20260502_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-02,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,178,178,178,144,76,338,222,128
KH_PP_20260502_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-02,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,175,175,175,83,35,356,156,71
KH_PP_20260502_KH_PP-PO-0023_BLK_SH01,柬埔寨金边厂,KH_PP,2026-05-02,KH_PP-PO-0023,ST001,BLK,SH01,FOB,1000,167,167,167,115,45,167,115,45
KH_PP_20260502_KH_PP-PO-0025_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-02,KH_PP-PO-0025,ST007,TEA,SH10,CMT,800,168,168,168,112,76,168,112,76
KH_PP_20260504_KH_PP-PO-0001_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0001,ST005,PNK,SH07,CMT,1000,152,152,152,127,79,497,314,178
KH_PP_20260504_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,186,186,186,117,84,363,249,173
KH_PP_20260504_KH_PP-PO-0003_YLW_SH04,柬埔寨金边厂,KH_PP,2026-05-04,KH_PP-PO-0003,ST003,YLW,SH04,FOB,800,176,176,176,84,51,353,206,95
